Federal organization,Fiscal year,Fleet type,GHG scope,Energy category,Fuel type,Fuel consumption (L),Energy use (GJ),Emissions (kt)
Indigenous Services Canada,2012-13,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,16219.097,567.81665,0.040600432
Indigenous Services Canada,2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),15209.1726,532.426222,0.007279577
Indigenous Services Canada,2012-13,On-road vehicles,1,Gasoline,gasoline,196031.41,6861.09935,0.439698453
"Innovation, Science and Economic Development Canada",2012-13,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,83028.036,2906.7402,0.207839817
"Innovation, Science and Economic Development Canada",2012-13,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),3546.312,124.08759,0.007148618
"Innovation, Science and Economic Development Canada",2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),95891.588,3357.69304,0.205894213
"Innovation, Science and Economic Development Canada",2012-13,On-road vehicles,1,Gasoline,gasoline,368769,12906.915,0.827148867
"Innovation, Science and Economic Development Canada",2012-13,On-road vehicles,1,Natural gas,compressed natural gas,11.565,0.00171,9.76E-08
National Defence,2012-13,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),682304.465,23871.24085,1.59870778
National Defence,2012-13,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,5126458.838,179472.9191,12.83280106
National Defence,2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),2392817.325,83785.7235,5.137752443
National Defence,2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),10602.072,371.14584,0.005074477
National Defence,2012-13,On-road vehicles,1,Gasoline,gasoline,5420858,189730.03,12.15898449
National Defence,2012-13,On-road vehicles,1,Natural gas,compressed natural gas,98.688,0.014592,8.32474E-07
National Defence,2012-13,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),210056.228,7349.06932,0.492182806
National Defence,2012-13,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1528036.842,53495.2569,3.755665937
National Defence,2012-13,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),9885.641,346.15078,0.021226015
National Defence,2012-13,Other mobile equipment,1,Gasoline,gasoline,55996,1959.86,0.125823012
National Defence,2012-13,Other mobile equipment,1,Liquified petroleum gas,propane,66043.158,2311.96726,0.140703898
Natural Resources Canada,2012-13,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),3981.681,139.30389,0.009329478
Natural Resources Canada,2012-13,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,85031.15,2976.8675,0.21285411
Natural Resources Canada,2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),39787.215,1393.1697,0.085429364
Natural Resources Canada,2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),10017.888,350.69536,0.004794869
Natural Resources Canada,2012-13,On-road vehicles,1,Gasoline,gasoline,282284,9879.94,0.633163012
Natural Resources Canada,2012-13,On-road vehicles,1,Liquified petroleum gas,propane,176.412,6.17564,0.000375843
Parks Canada,2012-13,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,26256,919.2,0.06496992
Parks Canada,2012-13,Marine vessels,1,Gasoline,gasoline,108000,3780,0.240084
Parks Canada,2012-13,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),970645.1395,33959.18551,2.274318894
Parks Canada,2012-13,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,990925.2694,34691.44225,2.480532322
Parks Canada,2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),810215.9613,28370.12663,1.739660187
Parks Canada,2012-13,On-road vehicles,1,Gasoline,gasoline,1846901.345,64641.54706,4.142599716
Parks Canada,2012-13,On-road vehicles,1,Liquified petroleum gas,propane,4988.3385,174.626345,0.010627576
Parks Canada,2012-13,On-road vehicles,1,Natural gas,compressed natural gas,1467.37748,0.21696632,1.23779E-05
Parks Canada,2012-13,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,30632,1072.4,0.075288472
Parks Canada,2012-13,Other mobile equipment,1,Gasoline,gasoline,64000,2240,0.143808
Public Services and Procurement Canada,2012-13,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,8005.0168,280.24876,0.019808246
Public Services and Procurement Canada,2012-13,Marine vessels,1,Gasoline,gasoline,30061.03,1052.13605,0.06682567
Public Services and Procurement Canada,2012-13,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,94891.0438,3322.05391,0.237535875
Public Services and Procurement Canada,2012-13,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),3213.3864,112.438323,0.00647751
Public Services and Procurement Canada,2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),27400.8153,959.453574,0.058833829
Public Services and Procurement Canada,2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),17124.4719,599.474943,0.008196298
Public Services and Procurement Canada,2012-13,On-road vehicles,1,Gasoline,gasoline,259612.51,9086.43785,0.58231086
Public Services and Procurement Canada,2012-13,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,5391.779,188.76155,0.013252116
Public Services and Procurement Canada,2012-13,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),165.7438,5.803604,0.000355878
Public Services and Procurement Canada,2012-13,Other mobile equipment,1,Gasoline,gasoline,7106.5,248.7275,0.015968306
Transport Canada,2012-13,Aircraft,1,aviation fuel,jet fuel,2742361.288,95944.1648,6.617651284
Transport Canada,2012-13,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,13535021.17,473849.4614,33.49212532
Transport Canada,2012-13,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),1141.4587,39.935303,0.002674552
Transport Canada,2012-13,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,5773.07082,202.110249,0.014451432
Transport Canada,2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),80869.5331,2831.688098,0.173639516
Transport Canada,2012-13,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),685.404,23.99388,0.000328055
Transport Canada,2012-13,On-road vehicles,1,Gasoline,gasoline,417285.57,14604.99495,0.935971534
Transport Canada,2012-13,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,2124992.164,74394.1498,5.222884991
Transport Canada,2012-13,Other mobile equipment,1,Gasoline,gasoline,17139,599.865,0.038511333
Transport Canada,2012-13,Other mobile equipment,1,Liquified petroleum gas,propane,53921.34,1887.6198,0.114878557
Agriculture and Agri-Food Canada,2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),30971.7823,1083.584987,0.072569992
Agriculture and Agri-Food Canada,2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,368336.3219,12895.13814,0.922037393
Agriculture and Agri-Food Canada,2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),382717.0843,13401.03462,0.821753342
Agriculture and Agri-Food Canada,2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),36437.6094,1275.568318,0.017440159
Agriculture and Agri-Food Canada,2013-14,On-road vehicles,1,Gasoline,gasoline,1169272.13,40924.52455,2.622677388
Agriculture and Agri-Food Canada,2013-14,On-road vehicles,1,Liquified petroleum gas,propane,43.2354,1.513538,9.21123E-05
Agriculture and Agri-Food Canada,2013-14,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),107506.474,3761.24306,0.251898449
Agriculture and Agri-Food Canada,2013-14,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,738730.064,25862.3048,1.815678302
Agriculture and Agri-Food Canada,2013-14,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),42677.578,1494.37724,0.091635424
Agriculture and Agri-Food Canada,2013-14,Other mobile equipment,1,Gasoline,gasoline,60379,2113.265,0.135671613
Agriculture and Agri-Food Canada,2013-14,Other mobile equipment,1,Liquified petroleum gas,propane,1637.595,57.32715,0.00348887
Canada Border Services Agency,2013-14,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,4078.432,142.7824,0.010091994
Canada Border Services Agency,2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,78973.672,2764.8004,0.197690736
Canada Border Services Agency,2013-14,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),7415.6544,259.478208,0.014948398
Canada Border Services Agency,2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),297988.786,10434.22988,0.639828455
Canada Border Services Agency,2013-14,On-road vehicles,1,Gasoline,gasoline,1415014,49525.49,3.173876402
Canada Revenue Agency,2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,21019.022,735.8579,0.052615838
Canada Revenue Agency,2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),9896.278,346.52324,0.021248854
Canada Revenue Agency,2013-14,On-road vehicles,1,Gasoline,gasoline,99886,3496.01,0.224044298
Employment and Social Development Canada,2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,233.8972,8.18854,0.000585503
Employment and Social Development Canada,2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),23674.9643,828.990994,0.050833845
Employment and Social Development Canada,2013-14,On-road vehicles,1,Gasoline,gasoline,226073.8,7912.583,0.507083533
Employment and Social Development Canada,2013-14,Other mobile equipment,1,Liquified petroleum gas,propane,22.1238,0.774486,4.71344E-05
Environment and Climate Change Canada,2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),14162.0882,495.477658,0.033183193
Environment and Climate Change Canada,2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,201761.497,7063.49665,0.505059191
Environment and Climate Change Canada,2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),168763.0641,5909.325078,0.362360652
Environment and Climate Change Canada,2013-14,On-road vehicles,1,Gasoline,gasoline,955100.5,33428.5175,2.142290422
Environment and Climate Change Canada,2013-14,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,25990.4862,909.90459,0.063880386
Environment and Climate Change Canada,2013-14,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),26191.8719,917.121802,0.056238039
Environment and Climate Change Canada,2013-14,Other mobile equipment,1,Gasoline,gasoline,176899.7,6191.4895,0.397493626
Environment and Climate Change Canada,2013-14,Other mobile equipment,1,Liquified petroleum gas,propane,43.38,1.5186,9.24204E-05
Fisheries and Oceans Canada,2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,653579.668,22881.2626,1.636072408
Fisheries and Oceans Canada,2013-14,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),18983.888,664.25766,0.038267522
Fisheries and Oceans Canada,2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),120624.547,4223.73026,0.258999738
Fisheries and Oceans Canada,2013-14,On-road vehicles,1,Gasoline,gasoline,2325188,81381.58,5.215396684
Fisheries and Oceans Canada,2013-14,On-road vehicles,1,Liquified petroleum gas,propane,1484.319,51.96143,0.003162318
Health Canada,2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,3841.034,134.4713,0.009615063
Health Canada,2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),158228.276,5540.44408,0.339740816
Health Canada,2013-14,On-road vehicles,1,Gasoline,gasoline,794452,27805.82,1.781955836
"Immigration, Refugees and Citizenship Canada",2013-14,On-road vehicles,1,Gasoline,gasoline,18291.146,640.19011,0.04102704
Indigenous Services Canada,2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,17503.2342,612.77319,0.043814947
Indigenous Services Canada,2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),11491.5066,402.282202,0.005500188
Indigenous Services Canada,2013-14,On-road vehicles,1,Gasoline,gasoline,180745.34,6326.0869,0.405411798
Indigenous Services Canada,2013-14,On-road vehicles,1,Liquified petroleum gas,propane,120.5964,4.221708,0.000256929
"Innovation, Science and Economic Development Canada",2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,94925.3954,3323.25653,0.237621866
"Innovation, Science and Economic Development Canada",2013-14,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),3976.168,139.12851,0.008015118
"Innovation, Science and Economic Development Canada",2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),82344.33381,2883.329,0.176806143
"Innovation, Science and Economic Development Canada",2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),4516.2195,158.098915,0.002161601
"Innovation, Science and Economic Development Canada",2013-14,On-road vehicles,1,Gasoline,gasoline,328949.8,11513.243,0.737834401
"Innovation, Science and Economic Development Canada",2013-14,On-road vehicles,1,Liquified petroleum gas,propane,7.3023,0.255631,1.55574E-05
"Innovation, Science and Economic Development Canada",2013-14,On-road vehicles,1,Natural gas,compressed natural gas,17.3218,0.0025612,1.46116E-07
National Defence,2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),383569.69,13419.6461,0.898742247
National Defence,2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,4995044.276,174872.2082,12.50383774
National Defence,2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),2249460.542,78766.01236,4.829943044
National Defence,2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),11327.964,396.55708,0.005421911
National Defence,2013-14,On-road vehicles,1,Gasoline,gasoline,4322000,151270,9.694246
National Defence,2013-14,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),147909.177,5174.78013,0.346566034
National Defence,2013-14,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1767095.534,61864.4963,4.343233306
National Defence,2013-14,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),11529.541,403.71278,0.024755725
National Defence,2013-14,Other mobile equipment,1,Gasoline,gasoline,68378,2393.23,0.153645366
National Defence,2013-14,Other mobile equipment,1,Liquified petroleum gas,propane,49955.685,1748.79445,0.106429792
Natural Resources Canada,2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),4620.837,161.66553,0.010827084
Natural Resources Canada,2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,152614.094,5342.8883,0.382031022
Natural Resources Canada,2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),31890.084,1116.37348,0.015263573
Natural Resources Canada,2013-14,On-road vehicles,1,Gasoline,gasoline,295105,10328.675,0.661920515
Parks Canada,2013-14,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,26256,919.2,0.06496992
Parks Canada,2013-14,Marine vessels,1,Gasoline,gasoline,88000,3080,0.195624
Parks Canada,2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),930827.8671,32566.13044,2.181023032
Parks Canada,2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1145867.44,40115.83449,2.868391097
Parks Canada,2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),865567.4461,30308.2872,1.858508468
Parks Canada,2013-14,On-road vehicles,1,Gasoline,gasoline,1951670.423,68308.46479,4.377596758
Parks Canada,2013-14,On-road vehicles,1,Liquified petroleum gas,propane,4347.68097,152.1989009,0.009262665
Parks Canada,2013-14,On-road vehicles,1,Natural gas,compressed natural gas,1946.106286,0.287751124,1.64162E-05
Parks Canada,2013-14,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,32820,1149,0.08066622
Parks Canada,2013-14,Other mobile equipment,1,Gasoline,gasoline,50000,1750,0.11235
Public Services and Procurement Canada,2013-14,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,23851.36612,835.015834,0.059019704
Public Services and Procurement Canada,2013-14,Marine vessels,1,Gasoline,gasoline,16808.39,588.29365,0.037365051
Public Services and Procurement Canada,2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,103180.5553,3612.262585,0.258286584
Public Services and Procurement Canada,2013-14,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),3463.5328,121.191096,0.006981753
Public Services and Procurement Canada,2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),58394.5191,2044.713978,0.125382151
Public Services and Procurement Canada,2013-14,On-road vehicles,1,Gasoline,gasoline,240218.38,8407.6433,0.538809826
Public Services and Procurement Canada,2013-14,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,9998.9412,350.05434,0.024575771
Public Services and Procurement Canada,2013-14,Other mobile equipment,1,Fuels with renewable content,biodiesel (20%),162.6856,5.692467,0.00032794
Public Services and Procurement Canada,2013-14,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),385.0594,13.483052,0.000826783
Public Services and Procurement Canada,2013-14,Other mobile equipment,1,Gasoline,gasoline,8342.29,291.98015,0.018745126
Transport Canada,2013-14,Aircraft,1,aviation fuel,jet fuel,3945182.984,138026.0464,9.52020631
Transport Canada,2013-14,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,13428114.83,470106.7624,33.22758784
Transport Canada,2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),1004.9315,35.158735,0.002354655
Transport Canada,2013-14,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,3553.44328,124.402996,0.008895152
Transport Canada,2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),89359.0195,3128.95181,0.191867769
Transport Canada,2013-14,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),391.0707,13.690179,0.000187178
Transport Canada,2013-14,On-road vehicles,1,Gasoline,gasoline,406933.15,14242.66025,0.912751055
Transport Canada,2013-14,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,2063549.803,72243.10554,5.071869665
Transport Canada,2013-14,Other mobile equipment,1,Gasoline,gasoline,22334.98195,781.7243683,0.050186704
Transport Canada,2013-14,Other mobile equipment,1,Liquified petroleum gas,propane,53921.11975,1887.61209,0.114878088
Agriculture and Agri-Food Canada,2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),45430.11061,1589.426961,0.106447305
Agriculture and Agri-Food Canada,2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,305166.738,10683.62529,0.763908219
Agriculture and Agri-Food Canada,2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),321797.7572,11267.91319,0.690950034
Agriculture and Agri-Food Canada,2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),39509.9979,1383.123163,0.018910698
Agriculture and Agri-Food Canada,2014-15,On-road vehicles,1,Gasoline,gasoline,857654.25,30017.89875,1.923718483
Agriculture and Agri-Food Canada,2014-15,On-road vehicles,1,Liquified petroleum gas,propane,42.5847,1.490759,0.000090726
Agriculture and Agri-Food Canada,2014-15,On-road vehicles,1,Natural gas,compressed natural gas,6818.25626,1.00814684,5.75148E-05
Agriculture and Agri-Food Canada,2014-15,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),113206.3433,3960.65983,0.265253814
Agriculture and Agri-Food Canada,2014-15,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,588856.8448,20615.37217,1.447314314
Agriculture and Agri-Food Canada,2014-15,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),175028.6536,6128.717901,0.375813851
Agriculture and Agri-Food Canada,2014-15,Other mobile equipment,1,Gasoline,gasoline,44012.45,1540.43575,0.098895975
Agriculture and Agri-Food Canada,2014-15,Other mobile equipment,1,Liquified petroleum gas,propane,289.2,10.124,0.000616136
Agriculture and Agri-Food Canada,2014-15,Other mobile equipment,1,Natural gas,compressed natural gas,927.04783,0.13707322,7.82003E-06
Canada Border Services Agency,2014-15,Marine vessels,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,4078.432,142.7824,0.010091994
Canada Border Services Agency,2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,88064.51662,3083.063059,0.220447381
Canada Border Services Agency,2014-15,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),7378.308,258.171435,0.014873116
Canada Border Services Agency,2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),297547.834,10418.78972,0.638881663
Canada Border Services Agency,2014-15,On-road vehicles,1,Gasoline,gasoline,1462208.29,51177.29015,3.279733194
Canada Border Services Agency,2014-15,On-road vehicles,1,Liquified petroleum gas,propane,135.1287,4.730439,0.00028789
Canada Revenue Agency,2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,13195.828,461.9746,0.033032438
Canada Revenue Agency,2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),8900.268,311.64744,0.019110265
Canada Revenue Agency,2014-15,On-road vehicles,1,Gasoline,gasoline,93128,3259.48,0.208886104
Employment and Social Development Canada,2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,55.5752,1.94564,0.000139119
Employment and Social Development Canada,2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),15684.6433,549.205814,0.033677378
Employment and Social Development Canada,2014-15,On-road vehicles,1,Gasoline,gasoline,154284.7,5399.9645,0.346060582
Environment and Climate Change Canada,2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),15080.7119,527.616811,0.03533562
Environment and Climate Change Canada,2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,223194.1604,7813.83578,0.558710476
Environment and Climate Change Canada,2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),173430.9665,6072.77407,0.372383367
Environment and Climate Change Canada,2014-15,On-road vehicles,1,Gasoline,gasoline,876304.9,30670.6715,1.965551891
Environment and Climate Change Canada,2014-15,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,26738.6728,936.09796,0.065719307
Environment and Climate Change Canada,2014-15,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),25974.9738,909.527004,0.055772325
Environment and Climate Change Canada,2014-15,Other mobile equipment,1,Gasoline,gasoline,151823,5313.805,0.341146281
Environment and Climate Change Canada,2014-15,Other mobile equipment,1,Liquified petroleum gas,propane,91.6041,3.206777,0.000195161
Fisheries and Oceans Canada,2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,629873.782,22051.3399,1.576730681
Fisheries and Oceans Canada,2014-15,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),23185.624,811.27893,0.046737337
Fisheries and Oceans Canada,2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),112905.953,3953.45974,0.242426712
Fisheries and Oceans Canada,2014-15,On-road vehicles,1,Gasoline,gasoline,2154539,75408.865,4.832630977
Fisheries and Oceans Canada,2014-15,On-road vehicles,1,Liquified petroleum gas,propane,1613.736,56.49192,0.003438039
Health Canada,2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,6580.41,230.3745,0.016472402
Health Canada,2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),147757.6,5173.808,0.31725864
Health Canada,2014-15,On-road vehicles,1,Gasoline,gasoline,675160,23630.6,1.51438388
"Immigration, Refugees and Citizenship Canada",2014-15,On-road vehicles,1,Gasoline,gasoline,21241.873,743.465555,0.047645521
Indigenous Services Canada,2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),106.9608,3.742152,0.00025062
Indigenous Services Canada,2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1832.54846,64.155947,0.004587324
Indigenous Services Canada,2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),12081.33,422.9301,0.005782496
Indigenous Services Canada,2014-15,On-road vehicles,1,Gasoline,gasoline,147030.65,5146.07275,0.329789748
"Innovation, Science and Economic Development Canada",2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,102353.3272,3583.30204,0.256215826
"Innovation, Science and Economic Development Canada",2014-15,On-road vehicles,1,Fuels with renewable content,biodiesel (20%),5170.8272,180.930354,0.010423299
"Innovation, Science and Economic Development Canada",2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),70956.8161,2484.589238,0.152355364
"Innovation, Science and Economic Development Canada",2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),4903.7475,171.665075,0.002347084
"Innovation, Science and Economic Development Canada",2014-15,On-road vehicles,1,Gasoline,gasoline,294493.8,10307.283,0.660549593
"Innovation, Science and Economic Development Canada",2014-15,On-road vehicles,1,Natural gas,compressed natural gas,9.7146,0.0014364,8.19E-08
National Defence,2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),368847.362,12904.56778,0.864246356
National Defence,2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,4768537.046,166942.3847,11.93683382
National Defence,2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (10%),2394079.26,83829.9108,5.140462014
National Defence,2014-15,On-road vehicles,1,Fuels with renewable content,ethanol-blended gasoline (85%),11090.097,388.23009,0.005308061
National Defence,2014-15,On-road vehicles,1,Gasoline,gasoline,4243637,148527.295,9.518477791
National Defence,2014-15,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),114808.94,4016.7286,0.269008859
National Defence,2014-15,Other mobile equipment,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,1937319.746,67823.8997,4.761616723
National Defence,2014-15,Other mobile equipment,1,Fuels with renewable content,ethanol-blended gasoline (10%),12689.941,444.34478,0.027247285
National Defence,2014-15,Other mobile equipment,1,Gasoline,gasoline,30610,1071.35,0.06878067
National Defence,2014-15,Other mobile equipment,1,Liquified petroleum gas,propane,33867.489,1185.59633,0.072154147
Natural Resources Canada,2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",biodiesel (5%),4163.21,145.6549,0.009754819
Natural Resources Canada,2014-15,On-road vehicles,1,"fuel oil (1,2,4,5,6, diesel, kerosene)",diesel,179348.172,6278.8254,0.448953066
